id_pedido,nombre_pedido,fecha_pedido,id_cliente,id_vendedor,monto_total,base_imponible,monto_impuestos,estado_pedido,estado_factura,id_lista_precios,id_plazo_pago,fecha_creacion,note_new,productos,impuestos
264608,SO264780,2025-06-30 13:50:29,20598,51,105503.0,88658.0,16845.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:27:38,<p><br></p>,"SALSA SOYA LA CHINA 150 ML X 12 UND (SKU: SALS011) x12.0, $1606.46 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $950.00 | CASABE LA CRIOLLA NATURAL 220 GR X 25 UND (SKU: SNAC002) x10.0, $2031.00 | HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x20.0, $1025.00 | PLATANO CON SAL 85gr X 20 UND (SKU: SNAC009) x10.0, $1527.00",IVA 19% Venta
264610,SO264782,2025-06-30 13:50:15,17980,30,43852.0,36850.0,7002.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:29:14,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x10.0, $1025.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $950.00 | FLIPS DULCE LECHE 120 GR X 14 UND (SKU: SNAC006) x14.0, $950.00",IVA 19% Venta
264612,SO264784,2025-06-30 13:50:01,15249,66,121975.0,102500.0,19475.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[2, '5 DIAS CREDITO']",2025-06-27 17:36:37,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x100.0, $1025.00",IVA 19% Venta
264615,SO264787,2025-06-30 13:47:32,13750,30,63916.0,53711.0,10205.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:38:01,<p><br></p>,"CAFE SELLO ROJO 212 gr X 20 UND (SKU: CAFE009) x10.0, $3770.00 | CARAMELO BARRILETE BOLSA 50 UNIDADES X 400 GR (SKU: GOLO026) x0.0, $2113.00 | COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x0.0, $3285.00 | BUBBALOO FRESA 47 UNIDADES (SKU: GOLO023) x1.0, $3138.00 | CARAMELO RICATO 400gr X 50 UN (SKU: GOLO006) x1.0, $2276.00 | BOCADILLO GUAYABA BOMBONERA 100 UNIDADES X 6 (SKU: GOLO001) x1.0, $10597.00",IVA 19% Venta
264617,SO264789,2025-06-30 13:46:49,13750,30,45934.0,38600.0,7334.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:41:09,<p><br></p>,"CAFE SELLO ROJO 600 gr X 10 UND (SKU: CAFE008) x5.0, $7720.00",IVA 19% Venta
264616,SO264788,2025-06-30 13:46:07,15029,48,65701.0,53732.0,11969.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:38:34,<p>Cliente entregará cheque Contra entrega </p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x10.0, $1025.00 | ACEITE DE OLIVA EXTRA VIRGEN 500 ML X 12 (SKU: DESP022) x6.0, $3496.00 | SCORE GORILLA TRADICIONAL 473 ML X 24 UNID (SKU: BEBI060) x6.0, $631.00 | SCORE GORILLA ZERO 473 ML X 24 UNID (SKU: BEBI061) x6.0, $661.00 | SCORE ENERGY DRINK 473 ML X 24 UNID (SKU: BEBI062) x6.0, $631.00 | PIRULIN SACHET 24 UNIDADES X 24 gr (SKU: CHOC015) x1.0, $10968.00","Agua Mineral y Bebidas analcohólicas 10%, Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264619,SO264791,2025-06-30 13:45:59,21540,31,98151.0,79746.0,18405.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:42:11,<p><br></p>,"SALSA AJI DULCE FRITZ 250gr x 12 UND (SKU: SALS013) x6.0, $1799.00 | SALSA AJI PICANTE FRITZ 250gr x 12 UND (SKU: SALS006) x6.0, $1799.00 | SALSA QUESO FRITZ 200gr x 12 UND (SKU: SALS010) x6.0, $1932.00 | GALLETA SODA PUIG 1 PAQ X 240 GR ( 24 DISPLAY ) (SKU: GALL009) x10.0, $1827.00 | FLIPS CHOCOLATE 220 GR X 24 UND (SKU: SNAC004) x3.0, $1704.00 | FLIPS DULCE DE LECHE 220 GR X 24 UND (SKU: SNAC005) x3.0, $1704.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x24.0, $753.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264618,SO264790,2025-06-30 13:45:52,19404,49,32426.0,27249.0,5177.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:41:17,<p><br></p>,"BOCADILLO TRICOLOR BOMBONERA 50 UNIDADES X 6 (SKU: GOLO016) x1.0, $16652.00 | BOCADILLO GUAYABA BOMBONERA 100 UNIDADES X 6 (SKU: GOLO001) x1.0, $10597.00",IVA 19% Venta
264620,SO264792,2025-06-30 13:45:42,16567,31,26796.0,22518.0,4278.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:46:09,<p><br></p>,"PIRULIN SACHET 24 UNIDADES X 24 gr (SKU: CHOC015) x1.0, $10968.00 | PAPAS HILO 200 gr X 50 (SKU: SNAC028) x10.0, $1155.00",IVA 19% Venta
264622,SO264794,2025-06-30 13:45:17,20618,21,186782.0,156960.0,29822.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:50:15,<p><br></p>,"PIRULIN 155gr X 24 UND (SKU: CHOC014) x12.0, $3133.00 | PIRULIN 300gr X 24 UND (SKU: CHOC024) x12.0, $4602.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x12.0, $2515.00 | DIABLITOS UNDERWOOD 54 GR X 24 UND (SKU: ENLA004) x12.0, $1562.00 | COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x0.0, $3285.00 | BOCADILLO GUAYABA BOMBONERA 50 BIJAO UNIDADES X 6 (SKU: GOLO020) x1.0, $11614.00 | KRAKER BRAN 26gr X 9 X 20 DISPLAY (SKU: GALL013) x1.0, $3602.00",IVA 19% Venta
264621,SO264793,2025-06-30 13:45:03,11096,30,85329.0,71705.0,13624.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[10, 'CONTADO TRANSFERENCIA']",2025-06-27 17:48:15,<p><br></p>,"BOCADILLO TRICOLOR BOMBONERA 50 UNIDADES X 6 (SKU: GOLO016) x2.0, $16652.00 | BOCADILLO GUAYABA BOMBONERA 100 UNIDADES X 6 (SKU: GOLO001) x1.0, $10597.00 | SALSA MAIZ FRITZ 200gr x 12 UND (SKU: SALS009) x6.0, $1932.00 | DIABLITOS PLUMROSE 55 GR X 24 UND (SKU: ENLA002) x6.0, $1140.00 | DIABLITOS UNDERWOOD 54 GR X 24 UND (SKU: ENLA004) x6.0, $1562.00",IVA 19% Venta
264710,SO264882,2025-06-30 13:44:56,17696,66,111141.0,93396.0,17745.0,draft,no,"[35, '3-GENERAL (CLP)']","[2, '5 DIAS CREDITO']",2025-06-30 13:47:47,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x20.0, $1025.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $950.00 | GALLETA MARILU CHOCOLATE 1 PAQ X 216 GR ( 24 DISPLAY ) (SKU: GALL006) x3.0, $2268.00 | ADOBO LA COMADRE 200 GR X 24 UND (SKU: DESP002) x6.0, $2419.00 | SALSA MAIZ FRITZ 145gr x 12 UNID (SKU: SALS045) x12.0, $1062.00 | NUCITA TUBITO 35 gr x 12 (SKU: CHOC042) x1.0, $16162.00 | DIABLITOS UNDERWOOD 54 GR X 24 UND (SKU: ENLA004) x6.0, $1562.00",IVA 19% Venta
264623,SO264795,2025-06-30 13:44:47,11285,30,47426.0,39854.0,7572.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:53:43,<p><br></p>,"DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x6.0, $2515.00 | ADOBO LA COMADRE 200 GR X 24 UND (SKU: DESP002) x6.0, $2419.00 | HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x10.0, $1025.00",IVA 19% Venta
264624,SO264796,2025-06-30 13:44:41,19440,31,29875.0,25105.0,4770.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 17:54:50,<p><br></p>,"PANELA LA CRIOLLA 454 gr X 4 (SKU: AZUC001) x12.0, $1209.00 | BOCADILLO GUAYABA BOMBONERA 100 UNIDADES X 6 (SKU: GOLO001) x1.0, $10597.00",IVA 19% Venta
264625,SO264797,2025-06-30 13:44:35,4342,49,290528.0,244141.0,46387.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[13, '15 DIAS CREDITO']",2025-06-27 18:05:06,<p><br></p>,"SALSA MAIZ FRITZ 145gr x 12 UNID (SKU: SALS045) x12.0, $1062.00 | PAPAS HILO 200 gr X 50 (SKU: SNAC028) x25.0, $1155.00 | BOCADILLO GUAYABA BOMBONERA 100 UNIDADES X 6 (SKU: GOLO001) x1.0, $10597.00 | BOCADILLO TRICOLOR BOMBONERA 50 UNIDADES X 6 (SKU: GOLO016) x1.0, $16652.00 | HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x100.0, $973.96 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x12.0, $2515.00 | DIABLITOS UNDERWOOD 54 GR X 24 UND (SKU: ENLA004) x12.0, $1562.00 | CASABE LA CRIOLLA NATURAL 220 GR X 25 UND (SKU: SNAC002) x5.0, $2031.00 | PIRULIN 155gr X 24 UND (SKU: CHOC014) x6.0, $3133.00",IVA 19% Venta
264632,SO264804,2025-06-30 13:42:49,21602,48,47867.0,39541.0,8326.0,sale,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 18:17:36,<p>FAVOR NO FACTURAR </p>,"CASABE LA CRIOLLA NATURAL 220 GR X 25 UND (SKU: SNAC002) x5.0, $2031.00 | YUCA CON SAL 70 gr X 20 UND (SKU: SNAC037) x5.0, $1253.00 | PLATANO CON SAL 85gr X 20 UND (SKU: SNAC009) x5.0, $1527.00 | PIRULIN SACHET 24 UNIDADES X 24 gr (SKU: CHOC015) x1.0, $10968.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x6.0, $753.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264627,SO264799,2025-06-30 13:42:38,1992,52,45866.0,37176.0,8690.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 18:07:43,<p><br></p>,"DIABLITOS UNDERWOOD 54 GR X 24 UND (SKU: ENLA004) x12.0, $1562.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x12.0, $753.00 | GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x6.0, $1566.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264631,SO264803,2025-06-30 13:42:31,20716,47,148778.0,122617.0,26161.0,done,to invoice,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 18:16:54,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x20.0, $1076.00 | BUBBALOO CEREZA 47 UNIDADES (SKU: GOLO022) x1.0, $3295.00 | BUBBALOO FRUIT 47 UNIDADES (SKU: GOLO024) x1.0, $3295.00 | PIRULIN SACHET 24 UNIDADES X 24 gr (SKU: CHOC015) x1.0, $11516.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $998.00 | SCORE ENERGY DRINK 473 ML X 24 UNID (SKU: BEBI062) x24.0, $663.00 | BOCADILLO GUAYABA BOMBONERA 100 UNIDADES X 6 (SKU: GOLO001) x1.0, $11127.00 | CAFE SELLO ROJO 212 gr X 20 UND (SKU: CAFE009) x10.0, $3959.00 | CARAMELO RICATO 400gr X 50 UN (SKU: GOLO006) x1.0, $2390.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264637,SO264809,2025-06-30 13:42:00,2147,31,106262.0,87020.0,19242.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[13, '15 DIAS CREDITO']",2025-06-27 18:35:00,<p><br></p>,"DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x12.0, $2515.00 | TÉ FRIO DURAZNO DEL MONTE 460 ml X 24 (SKU: BEBI050) x24.0, $627.00 | PLATANO CON SAL 300 gr X 10 UND (SKU: SNAC008) x5.0, $3795.00 | CHOCOLATE BESO DE AMOR 378 GR X 14 unidades x 4 Display (SKU: CHOC048) x1.0, $6530.00 | KRAKER BRAN 26gr X 9 X 20 DISPLAY (SKU: GALL013) x3.0, $3602.00 | GALLETA SODA PUIG 1 PAQ X 240 GR ( 24 DISPLAY ) (SKU: GALL009) x3.0, $1827.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264636,SO264808,2025-06-30 13:41:53,19442,10,83912.0,70514.0,13398.0,done,to invoice,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-27 18:34:00,<p><br></p>,"DALVITO CHEDDAR 200 GR X 12 UND (SKU: UNTA003) x6.0, $2879.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x6.0, $2515.00 | PAPAS HILO 200 gr X 50 (SKU: SNAC028) x10.0, $1155.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $950.00 | FLIPS DULCE LECHE 120 GR X 14 UND (SKU: SNAC006) x14.0, $950.00",IVA 19% Venta
